Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Name_Length,Is_Sequel,Console_Maker,Competition_Index,Publisher_Experience,Hit_Target,Critic_Score,User_Score,Total_Rating_Count,IGDB_Genres,Has_Critic_Score,Has_User_Score
2534.0,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.37,0.0,0.07,0.8,24.0,1.0,Microsoft,1893.0,6.991176887,1.0,45.0,46.09243549,113.0,Shooter,1.0,1.0
2535.0,Rhythm Heaven Megamix,3DS,2016,Music,Nintendo,0.0,0.06,0.73,0.0,0.8,21.0,0.0,Nintendo,1435.0,7.049254841,1.0,81.14285714,80.78450573,25.0,Music,1.0,1.0
2536.0,[Prototype 2],X360,2012,Action,Activision,0.48,0.25,0.0,0.07,0.8,13.0,0.0,Microsoft,1737.0,6.999422468,1.0,70.0,70.440354015,0.0,,0.0,0.0
2537.0,Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.35,0.0,0.13,0.8,23.0,1.0,Sony,3488.0,6.900730664,1.0,71.0,74.05572708,23.0,Shooter,1.0,1.0
2538.0,Yakuza,PS2,2006,Adventure,Sega,0.03,0.02,0.74,0.01,0.8,6.0,0.0,Sony,2257.0,5.92157842,1.0,76.66666667,77.06685935,72.0,Fighting|Role-playing (RPG)|Simulator|Sport|Hack and slash/Beat 'em up|Adventure,1.0,1.0
2539.0,PES 2009: Pro Evolution Soccer,PSP,2008,Sports,Konami,0.04,0.33,0.26,0.17,0.8,30.0,1.0,Sony,3121.0,6.095824562,1.0,90.0,81.98952297,80.0,Simulator|Sport,1.0,1.0
2540.0,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.8,17.0,1.0,Sony,1689.0,4.770684624,1.0,70.0,73.5628036,299.0,Shooter,1.0,1.0
2541.0,All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0.0,0.08,0.8,20.0,0.0,Nintendo,3121.0,6.469250317,1.0,63.33333333,54.16666667,4.0,Music|Simulator,1.0,1.0
2542.0,Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0.01,0.8,6.0,0.0,Sony,1927.0,5.693732139,1.0,76.66666667,77.06685935,72.0,Fighting|Role-playing (RPG)|Simulator|Sport|Hack and slash/Beat 'em up|Adventure,1.0,1.0
2543.0,Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.26,0.36,0.04,0.14,0.8,21.0,1.0,Sony,3488.0,3.091042453,1.0,56.33333333,56.08395368,103.0,Shooter|Simulator|Tactical,1.0,1.0
2544.0,Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.33,0.0,0.07,0.8,20.0,0.0,Microsoft,3488.0,7.252762418,1.0,83.2,82.48224696,48.0,Fighting|Simulator|Sport,1.0,1.0
2545.0,Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,25.0,1.0,Sony,4489.0,6.118097198,1.0,74.0,70.646260535,0.0,Sport,0.0,0.0
2546.0,Who wants to be a millionaire,PS,2000,Quiz/Trivia,Eidos Interactive,0.45,0.3,0.0,0.05,0.8,29.0,0.0,Sony,1609.0,1.098612289,1.0,60.0,68.36112941,24.0,Quiz/Trivia,1.0,1.0
2547.0,Darksiders II,X360,2012,Action,THQ,0.45,0.28,0.0,0.07,0.8,13.0,0.0,Microsoft,1737.0,6.930494766,1.0,85.75,81.54429892,300.0,Role-playing (RPG)|Hack and slash/Beat 'em up|Adventure,1.0,1.0
2548.0,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.8,20.0,1.0,Sony,2687.0,6.56667243,1.0,70.0,70.0,0.0,Simulator|Strategy|Adventure,0.0,0.0
2549.0,Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.32,0.22,0.12,0.8,26.0,1.0,Sony,1893.0,6.43775165,1.0,74.55555556,74.35206203,218.0,Shooter|Adventure,1.0,1.0
2550.0,NBA 2K16,PS3,2015,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13,0.8,8.0,0.0,Sony,1809.0,6.042632834,1.0,90.0,82.64989187,75.0,"Simulator, Sport",1.0,1.0
2551.0,Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.8,29.0,1.0,Nintendo,1831.0,4.934473933,1.0,80.0,77.47870071,265.0,Racing,1.0,1.0
2552.0,Rayman Raving Rabbids 2,DS,2007,Music,Ubisoft,0.73,0.01,0.0,0.06,0.8,23.0,1.0,Nintendo,2687.0,6.309918278,1.0,60.0,62.98672321,20.0,Music|Platform|Puzzle,1.0,1.0
2553.0,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.35,0.0,0.07,0.8,48.0,0.0,Microsoft,3712.0,6.710523109,1.0,70.5,70.14984667,0.0,,0.0,0.0
2554.0,Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8,32.0,1.0,Microsoft,1689.0,5.690359454,1.0,70.0,70.440354015,0.0,Adventure,0.0,0.0
2555.0,NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.8,16.0,1.0,Sony,1893.0,7.392031568,1.0,74.875,78.36059684,17.0,Simulator|Sport,1.0,1.0
2556.0,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.39,0.0,0.22,0.8,16.0,1.0,Sony,2257.0,6.356107661,1.0,70.0,75.16853933,5.0,Role-playing (RPG)|Simulator|Strategy|Adventure,0.0,1.0
2557.0,Super Robot Taisen �,PS,2000,Strategy,Banpresto,0.0,0.0,0.75,0.05,0.8,20.0,0.0,Sony,1609.0,0.0,1.0,73.9,73.3111738,0.0,Strategy,0.0,0.0
2558.0,ABBA: You Can Dance,Wii,2011,Music,Ubisoft,0.19,0.5,0.0,0.11,0.8,19.0,1.0,Nintendo,3488.0,7.03966035,1.0,60.0,60.0,1.0,Music,1.0,1.0
2559.0,Who Wants to be a Millionaire,PS,2000,Quiz/Trivia,Eidos Interactive,0.45,0.3,0.0,0.05,0.8,29.0,0.0,Sony,1609.0,1.386294361,1.0,60.0,68.36112941,24.0,Quiz/Trivia,1.0,1.0
2560.0,MadWorld,Wii,2009,Action,Sega,0.46,0.25,0.02,0.07,0.8,8.0,0.0,Nintendo,4489.0,6.56948142,1.0,74.8,74.75641824,48.0,Hack and slash/Beat 'em up,1.0,1.0
2561.0,Prototype 2,X360,2012,Action,Activision,0.48,0.24,0.0,0.06,0.79,11.0,1.0,Microsoft,1737.0,7.00033446,1.0,77.1,73.35944402,237.0,Platform|Hack and slash/Beat 'em up|Adventure,1.0,1.0
2562.0,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0.0,0.11,0.79,34.0,1.0,Sony,2257.0,5.648974238,1.0,73.5,76.37653039,112.0,Fighting,1.0,1.0
2563.0,Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,0.14,0.52,0.02,0.12,0.79,36.0,0.0,Sony,1435.0,7.333676396,1.0,70.66666667,79.962525,56.0,Puzzle|Adventure,1.0,1.0
2564.0,Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.79,9.0,0.0,Microsoft,3121.0,5.081404365,1.0,60.0,55.66174228,24.0,Shooter|Role-playing (RPG)|Hack and slash/Beat 'em up,1.0,1.0
2565.0,Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,14.0,1.0,Sony,1609.0,0.0,1.0,70.0,70.20899526,8.0,,0.0,1.0
2566.0,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,34.0,1.0,Sony,2687.0,5.777652323,1.0,72.33333333,76.16151148,10.0,Music|Arcade,1.0,1.0
2567.0,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.42,0.03,0.3,0.04,0.79,46.0,1.0,Nintendo,2687.0,4.369447852,1.0,83.0,82.53386973,48.0,Role-playing (RPG)|Turn-based strategy (TBS)|Tactical,1.0,1.0
2568.0,Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.1,0.79,35.0,0.0,Sony,3121.0,5.308267697,1.0,73.9,73.3111738,0.0,Strategy,0.0,0.0
2569.0,FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.79,16.0,1.0,Microsoft,1819.0,5.509388337,1.0,74.0,70.646260535,0.0,Sport,0.0,0.0
2570.0,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.62,0.11,0.0,0.07,0.79,39.0,1.0,Nintendo,3121.0,4.644390899,1.0,60.0,54.64285714,6.0,Adventure,1.0,1.0
2571.0,PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.27,0.2,0.27,0.05,0.79,26.0,1.0,Nintendo,3488.0,6.767343125,1.0,64.5,67.43135958,15.0,Platform|Adventure,1.0,1.0
2572.0,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,25.0,1.0,Microsoft,4489.0,5.170483995,1.0,77.2,72.01883814,24.0,Role-playing (RPG),1.0,1.0
2573.0,Harvest Moon: A Wonderful Life,GC,2004,Role-Playing,Natsume,0.61,0.16,0.0,0.02,0.79,30.0,1.0,Nintendo,1689.0,3.258096538,1.0,84.5,84.50563805,34.0,Role-playing (RPG)|Simulator,1.0,1.0
2574.0,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.24,0.01,0.08,0.79,16.0,0.0,Microsoft,4489.0,6.927557906,1.0,65.0,67.44323464,90.0,Shooter|Racing|Adventure,1.0,1.0
2575.0,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.79,40.0,1.0,Microsoft,3712.0,5.96100534,1.0,67.33333333,70.63936011,105.0,Fighting|Strategy|Adventure,1.0,1.0
2576.0,The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.25,0.03,0.11,0.79,28.0,1.0,Sony,1737.0,1.609437912,1.0,84.35294118,85.02336608,1668.0,Point-and-click|Adventure,1.0,1.0
2577.0,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79,16.0,1.0,Sony,2687.0,6.568077911,1.0,87.5,86.25,6.0,Sport,1.0,1.0
2578.0,Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.51,0.0,0.11,0.79,10.0,0.0,Sony,4489.0,6.49677499,1.0,73.9,65.27616162,13.0,Fighting|Puzzle|Strategy|Adventure,0.0,1.0
2579.0,Invizimals,PSP,2010,Strategy,Sony Computer Entertainment,0.17,0.51,0.0,0.11,0.79,10.0,0.0,Sony,3712.0,6.744059186,1.0,73.9,65.27616162,13.0,Fighting|Puzzle|Strategy|Adventure,0.0,1.0
2580.0,Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.34,0.0,0.08,0.79,14.0,0.0,Microsoft,3488.0,7.04053639,1.0,89.375,86.12695095,384.0,Platform|Adventure,1.0,1.0
2581.0,Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.79,11.0,0.0,Nintendo,2687.0,6.150602768,1.0,74.0,72.39122941,0.0,Shooter|Arcade,0.0,0.0
2582.0,Pro Evolution Soccer 2011,PSP,2010,Sports,Konami,0.05,0.3,0.29,0.16,0.79,25.0,1.0,Sony,3712.0,6.272877007,1.0,74.0,70.646260535,0.0,Simulator|Sport,0.0,0.0
2583.0,Dragon Quest Monsters 2,3DS,2014,Role-Playing,Square Enix,0.0,0.0,0.79,0.0,0.79,23.0,1.0,Nintendo,3043.0,6.063785209,1.0,75.0,75.0,0.0,,0.0,0.0
2584.0,Drawn to Life,DS,2007,Action,THQ,0.71,0.02,0.0,0.06,0.79,13.0,0.0,Nintendo,2687.0,6.29710932,1.0,77.5,72.32234031,22.0,Platform|Adventure,1.0,1.0
2585.0,Personal Trainer: Walking,DS,2008,Sports,Nintendo,0.22,0.32,0.17,0.07,0.79,25.0,1.0,Nintendo,3121.0,6.259581464,1.0,74.0,47.0,0.0,Sport,0.0,1.0
2586.0,pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,25.0,1.0,Sony,3712.0,6.240275845,1.0,74.0,70.646260535,0.0,Simulator|Sport,0.0,0.0
2587.0,Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0.0,0.12,0.79,23.0,1.0,Sony,4489.0,6.926577033,1.0,74.0,70.646260535,0.0,Sport,0.0,0.0
2588.0,Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0.0,0.02,0.79,30.0,1.0,Nintendo,1819.0,5.356586275,1.0,84.5,84.50563805,34.0,Role-playing (RPG)|Simulator,1.0,1.0
2589.0,Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79,20.0,1.0,Microsoft,1893.0,4.812184355,1.0,63.63636364,66.22529276,153.0,Shooter|Role-playing (RPG)|Hack and slash/Beat 'em up,1.0,1.0
2590.0,Guitar Hero: Aerosmith,PS2,2008,Music,Activision,0.61,0.0,0.0,0.18,0.79,22.0,1.0,Sony,3121.0,6.408528791,1.0,64.33333333,68.00528105,61.0,Music,1.0,1.0
2591.0,Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79,15.0,0.0,Sony,1537.0,2.833213344,1.0,70.5,70.14984667,0.0,Racing|Simulator|Sport,0.0,0.0
2592.0,FIFA 12,Wii,2011,Sports,Electronic Arts,0.16,0.52,0.0,0.11,0.79,7.0,1.0,Nintendo,3488.0,7.253470383,1.0,83.81818182,79.17169361,152.0,"Simulator, Sport",1.0,1.0
2593.0,Hitman,PS4,2017,Action,Square Enix,0.24,0.36,0.06,0.11,0.78,6.0,0.0,Sony,1573.0,6.338594078,1.0,78.58974359,79.4153076,566.0,Shooter|Tactical|Adventure,1.0,1.0
2594.0,Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0.0,0.08,0.78,16.0,1.0,Microsoft,4489.0,6.725033642,1.0,60.66666667,65.86700136,62.0,Shooter|Adventure,1.0,1.0
2595.0,Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.78,13.0,0.0,Nintendo,4489.0,6.723832441,1.0,70.0,68.45910133,0.0,Puzzle,0.0,0.0
2596.0,Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78,25.0,1.0,Sony,1809.0,6.59441346,1.0,83.85714286,76.95748321,89.0,Simulator|Sport,1.0,1.0
2597.0,Buzz! The Hollywood Quiz,PS2,2007,Puzzle,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78,24.0,0.0,Sony,2687.0,6.049733455,1.0,72.5,72.5,2.0,Puzzle|Quiz/Trivia,1.0,1.0
2598.0,Marvel vs. Capcom: Clash of Super Heroes,PS,2000,Fighting,Capcom,0.43,0.3,0.0,0.05,0.78,40.0,1.0,Sony,1609.0,0.0,1.0,71.8,70.64699592,0.0,Fighting|Arcade,0.0,0.0
2599.0,Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0.0,0.48,0.25,0.06,0.78,37.0,0.0,Nintendo,1893.0,6.905753276,1.0,82.28571429,77.3498501,32.0,Point-and-click|Puzzle|Visual Novel,1.0,1.0
2600.0,Buzz! The Hollywood Quiz,PS2,2008,Puzzle,Sony Computer Entertainment,0.17,0.0,0.0,0.61,0.78,24.0,0.0,Sony,3121.0,6.28785856,1.0,72.5,72.5,2.0,Puzzle|Quiz/Trivia,1.0,1.0
2601.0,Lips,X360,2008,Music,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.78,4.0,0.0,Microsoft,3121.0,5.093750201,1.0,73.33333333,61.81898899,8.0,Music,1.0,1.0
2602.0,Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.24,0.0,0.16,0.78,37.0,1.0,Sony,4489.0,4.709530201,1.0,74.0,72.39122941,0.0,,0.0,0.0
2603.0,Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.29,0.0,0.07,0.78,27.0,1.0,Microsoft,3712.0,5.225746674,1.0,70.0,70.440354015,0.0,Platform|Adventure,0.0,0.0
2604.0,Personal Trainer: Walking,DS,2009,Sports,Nintendo,0.22,0.32,0.17,0.07,0.78,25.0,1.0,Nintendo,4489.0,6.406879986,1.0,74.0,47.0,0.0,Sport,0.0,1.0
2605.0,We Sing,Wii,2009,Music,Nordic Games,0.0,0.69,0.0,0.09,0.78,7.0,0.0,Nintendo,4489.0,1.098612289,1.0,40.0,40.0,1.0,Music,1.0,1.0
2606.0,The World Ends With You,DS,2008,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,23.0,0.0,Nintendo,3121.0,4.859812404,1.0,91.0,83.66972285,102.0,Role-playing (RPG)|Arcade,1.0,1.0
2607.0,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.2,0.78,25.0,1.0,Sony,3121.0,6.751101469,1.0,70.5,70.14984667,0.0,Racing,0.0,0.0
2608.0,James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,25.0,1.0,Nintendo,1831.0,4.941642423,1.0,74.0,66.10466882,6.0,Shooter,0.0,1.0
2609.0,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.05,0.01,0.06,0.78,40.0,1.0,Microsoft,2257.0,6.068425588,1.0,70.0,78.4820294,16.0,Shooter|Tactical,0.0,1.0
2610.0,NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78,7.0,0.0,Sony,2257.0,4.779123493,1.0,78.75,74.36953703,9.0,Simulator|Sport,1.0,1.0
2611.0,F1 2016,PS4,2017,Racing,Codemasters,0.07,0.56,0.03,0.11,0.78,7.0,1.0,Sony,1573.0,5.537334267,1.0,83.0,80.04937753,35.0,Racing|Simulator|Sport,1.0,1.0
2612.0,Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0.0,0.24,0.78,19.0,1.0,Sony,2257.0,6.098074282,1.0,60.75,57.52167916,11.0,Strategy,1.0,1.0
2613.0,Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.15,0.03,0.06,0.78,37.0,1.0,Microsoft,1737.0,6.37331979,1.0,44.33333333,48.14341546,92.0,Shooter|Adventure,1.0,1.0
2614.0,Mass Effect: Andromeda,XOne,2017,Role-Playing,Electronic Arts,0.5,0.2,0.0,0.07,0.78,22.0,1.0,Microsoft,1573.0,7.484930283,1.0,73.2173913,71.80605419,531.0,Shooter|Role-playing (RPG)|Adventure,1.0,1.0
2615.0,God of War Saga,PS3,2012,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.06,0.78,15.0,0.0,Sony,1737.0,7.026426809,1.0,80.0,83.02708891,8.0,Hack and slash/Beat 'em up|Adventure,1.0,1.0
2616.0,My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,THQ,0.72,0.0,0.0,0.06,0.78,34.0,1.0,Nintendo,3121.0,6.470799504,1.0,70.0,70.0,0.0,Adventure,0.0,0.0
2617.0,Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.58,0.04,0.11,0.06,0.78,21.0,0.0,Nintendo,2257.0,5.786897381,1.0,86.66666667,78.31557747,58.0,Shooter|Platform|Adventure,1.0,1.0
2618.0,Shadow of the Tomb Raider,XOne,2018,Action-Adventure,Square Enix,0.46,0.25,0.0,0.07,0.78,25.0,0.0,Microsoft,1570.0,6.398594935,1.0,80.0,78.7411078,627.0,Shooter|Puzzle|Adventure,1.0,1.0
2619.0,Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0.0,0.01,0.78,41.0,1.0,Nintendo,1831.0,2.079441542,1.0,72.9,70.76041235,0.0,Puzzle|Adventure,0.0,0.0
2620.0,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.19,0.0,0.06,0.78,49.0,1.0,Microsoft,3488.0,6.817830571,1.0,75.0,75.0,2.0,Fighting|Sport,1.0,1.0
2621.0,Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,0.29,0.3,0.12,0.07,0.78,19.0,0.0,Nintendo,3712.0,6.638567789,1.0,70.0,80.0,2.0,Puzzle,1.0,1.0
2622.0,Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,0.32,0.36,0.0,0.09,0.78,27.0,1.0,Microsoft,3121.0,5.087596335,1.0,72.9,70.76041235,0.0,,0.0,0.0
2623.0,Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0.0,0.02,0.77,20.0,0.0,Nintendo,1537.0,3.828641396,1.0,72.9,82.52220654,140.0,Shooter|Platform|Puzzle|Adventure,0.0,1.0
2624.0,Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.67,0.05,0.0,0.05,0.77,13.0,1.0,Microsoft,1893.0,7.392647521,1.0,77.81818182,73.93111164,21.0,Sport|Tactical,1.0,1.0
2625.0,Maximo: Ghosts to Glory,PS2,2002,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,23.0,1.0,Sony,1831.0,4.454347296,1.0,79.5,78.34222562,16.0,Adventure,1.0,1.0
2626.0,Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.4,0.0,0.09,0.77,38.0,0.0,Nintendo,4489.0,6.928537818,1.0,70.0,70.440354015,0.0,,0.0,0.0
2627.0,Persona 4 Arena,PS3,2012,Fighting,Atlus,0.32,0.12,0.24,0.08,0.77,15.0,0.0,Sony,1737.0,5.298317367,1.0,88.125,79.6353925,54.0,Fighting|Role-playing (RPG)|Adventure,1.0,1.0
2628.0,All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,22.0,1.0,Sony,1831.0,4.394449155,1.0,74.0,70.646260535,0.0,,0.0,0.0
2629.0,Need for Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.32,0.03,0.19,0.77,26.0,1.0,Sony,3121.0,6.752270376,1.0,70.5,70.14984667,0.0,Racing|Adventure,0.0,0.0
2630.0,Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.32,0.03,0.19,0.77,26.0,1.0,Sony,3121.0,6.753437919,1.0,70.5,70.14984667,0.0,Racing|Adventure,0.0,0.0
2631.0,Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.22,0.14,0.32,0.1,0.77,12.0,0.0,Sony,3043.0,7.104144093,1.0,74.4,73.81697499,17.0,Shooter|Role-playing (RPG),1.0,1.0
2632.0,DJ Hero,Wii,2009,Music,Activision,0.47,0.23,0.0,0.07,0.77,7.0,0.0,Nintendo,4489.0,6.580639137,1.0,84.5,81.97023299,30.0,Music,1.0,1.0
2633.0,My Baby Girl,DS,2008,Simulation,Nobilis,0.61,0.1,0.0,0.06,0.77,12.0,0.0,Nintendo,3121.0,1.386294361,1.0,70.0,70.0,0.0,Simulator,0.0,0.0
2634.0,Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,12.0,0.0,Nintendo,1689.0,5.220355825,1.0,60.0,46.65129088,27.0,Racing,1.0,1.0
2635.0,Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,25.0,1.0,Sony,4489.0,5.783825182,1.0,59.0,64.69298678,28.0,Fighting,1.0,1.0
2636.0,Prototype 2,PS3,2012,Action,Activision,0.38,0.28,0.0,0.11,0.77,11.0,1.0,Sony,1737.0,7.001245622,1.0,77.1,73.35944402,237.0,Platform|Hack and slash/Beat 'em up|Adventure,1.0,1.0
2637.0,Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,14.0,0.0,Sony,1831.0,3.610917913,1.0,43.0,43.65909284,8.0,Role-playing (RPG),1.0,1.0
2638.0,LEGO Batman 2: DC Super Heroes,DS,2012,Action,Warner Bros. Interactive Entertainment,0.43,0.27,0.0,0.06,0.77,30.0,1.0,Nintendo,1737.0,4.812184355,1.0,80.7,77.04740351,147.0,Platform|Hack and slash/Beat 'em up|Adventure,1.0,1.0
2639.0,James Cameron's Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0.0,0.08,0.77,32.0,1.0,Microsoft,4489.0,6.726233402,1.0,70.0,70.440354015,0.0,Shooter|Adventure,0.0,0.0
2640.0,Caesars Palace 2000: Millennium Gold Edition,PS,2000,Simulator,Interplay,0.43,0.29,0.0,0.05,0.77,44.0,1.0,Sony,1609.0,0.0,1.0,65.0,65.625,0.0,Simulator|Strategy|Card & Board Game,0.0,0.0
2641.0,Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.77,18.0,0.0,Sony,3488.0,5.786897381,1.0,54.75,55.95583278,228.0,Shooter|Adventure,1.0,1.0
2642.0,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,38.0,1.0,Sony,1927.0,6.11368218,1.0,54.5,59.64952846,32.0,Fighting,1.0,1.0
2643.0,Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,23.0,1.0,Sony,1537.0,3.713572067,1.0,79.5,78.34222562,16.0,Adventure,1.0,1.0
2644.0,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.38,0.29,0.0,0.1,0.77,43.0,1.0,Sony,1819.0,2.079441542,1.0,74.0,72.39122941,0.0,,0.0,0.0
2645.0,Battlefield 1,PC,2016,Shooter,Electronic Arts,0.3,0.41,0.0,0.06,0.77,13.0,1.0,PC,1435.0,7.469083885,1.0,74.0,79.22868854,34.0,Shooter,0.0,1.0
2646.0,Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,17.0,0.0,Microsoft,1927.0,4.510859507,1.0,71.66666667,67.28667469,49.0,Shooter,1.0,1.0
2647.0,Fortnite,XOne,2017,Action,Gearbox Software,0.6,0.09,0.0,0.08,0.77,8.0,0.0,Microsoft,1573.0,1.791759469,1.0,70.0,69.96906788,24.0,Shooter,0.0,1.0
2648.0,Pok��mon ,DS,2005,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,12.0,0.0,Nintendo,1927.0,5.552959585,1.0,70.5,70.14984667,0.0,,0.0,0.0
2649.0,Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,21.0,1.0,Nintendo,1927.0,5.556828062,1.0,70.0,75.09489584,12.0,Platform,1.0,1.0
2650.0,Unlimited Saga,PS2,2003,Role-Playing,Square Enix,0.1,0.08,0.56,0.03,0.77,14.0,0.0,Sony,1819.0,1.098612289,1.0,43.0,43.65909284,8.0,Role-playing (RPG),1.0,1.0
2651.0,Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.2,0.0,0.01,0.77,42.0,1.0,Nintendo,1831.0,4.709530201,1.0,70.0,70.440354015,0.0,Platform|Adventure,0.0,0.0
